,상호,브랜드,"가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","인테리어면적당(3.3㎡)
비용","기준면적
(㎡)인테리어",총 비용,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점 평균 매출액 ,가맹점 면적(3.3㎡)당 평균매출액
2024,(주)제이에스엔지컴퍼니,자몽자몽,"11,000","3,300","3,000","45,100","62,400
(1.00)","1,650",26,"13,200",0,0,0,0,0,0,0
2024,권미현꽃예술원,라비올레뜨,"11,000","11,000","10,000","66,750","98,750
(1.00)","2,155",66,"43,100",0,0,0,0,0,0,0
2024,(주)위벨롭먼트,시선,"11,000","8,800","1,000","229,900","250,700
(2.00)","2,310",165,"115,500",0,0,0,0,0,0,0
2024,(주)국민키친,킹스더킹,"11,000","3,300","5,000","90,100","109,400
(1.00)","1,980",26,"15,840",2,0,0,0,0,0,0
2024,카페알앤비(CafeR&B스타샌드),카페알앤비(CAFE R&B),"11,000","2,200",0,"42,900","56,100
(1.00)","1,980",33,"19,800",1,1,0,0,0,0,0
2024,(주)나무기획,캐롤커피,"11,000","3,300","3,000","56,765","74,065
(1.00)","1,400",33,"14,000",3,3,0,0,0,0,0
2024,(주)커피온리,언노운 커피&베이커리,"11,000","7,700","5,000","133,386","157,086
(1.00)","1,833",99,"55,000",0,0,0,0,0,0,0
2024,(주)뉴앤써,예뻐지는커피,"11,000","5,500",0,"85,800","102,300
(1.00)","2,090",99,"62,700",0,0,0,0,0,0,0
2024,(주)폴에프앤비,플레이펭,"11,000","3,300","5,000","220,900","240,200
(2.00)","2,580",132,"103,200",0,0,0,0,0,0,0
2024,㈜다온다,빅몬스터,"11,000","5,500",0,"75,900","92,400
(1.00)","2,933",50,"44,000",0,0,0,0,0,0,0
2024,(주)그레이핍플,그레이핍플커피,"11,000","3,300","5,000","75,900","95,200
(1.00)","2,750",33,"27,500",7,7,0,0,0,0,0
2024,(주)더모커피,퐁커피,"11,000","2,200","5,000","55,350","73,550
(1.00)","1,700",33,"17,000",0,0,0,0,0,0,0
2024,(주)우드앤우즈,크렘드마롱,"11,000","3,300","5,000","79,420","98,720
(1.00)","2,200",50,"33,000",2,0,0,0,0,0,0
2024,(주)디피,caffe-Potluck(카페포트럭),"11,000","8,800","3,000","138,050","160,850
(2.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2024,(주)장스푸드,커피는,"11,000","2,200","2,000","89,100","104,300
(1.00)","3,554",43,"46,200",0,0,0,0,0,0,0
2024,피엔라이즈,DOLTA,"11,000","3,300","2,000","106,300","122,600
(1.00)","3,850",33,"38,500",0,0,0,0,0,0,0
2024,알앤에프컨설팅,리스아라비카,"11,000","3,300","2,000","51,150","67,450
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2024,㈜아이센스에프앤비,이태리다방,"11,000","2,200","3,000","119,906","136,106
(1.00)","1,500",66,"30,000",0,0,0,0,0,0,0
2024,(주)케이에프오에스(KFOS),랭스터디카페,"11,000","3,300","2,000","176,280","192,580
(2.00)","1,980",198,"118,800",1,1,0,0,0,0,0
2024,(주)커피식구컴퍼니,커피식구,"11,000","3,300","5,000","84,700","104,000
(1.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2024,(주)키커피컴퍼니,키쿠키앤커피(KEY COOKIE&COFFEE),"11,000","5,500","5,000","130,900","152,400
(1.00)","3,630",66,"72,600",0,0,0,0,0,0,0
2024,나를위한하루날위한커피,나를 위한 하루 날 위한 커피,"11,000","1,100","10,000","41,580","63,680
(1.00)","1,925",26,"15,400",3,1,0,1,0,0,0
2024,(주)그릭박스,그릭박스,"11,000","2,200","1,000","72,380","86,580
(1.00)","2,163",50,"32,450",0,0,0,0,0,0,0
2024,(주)어니스트로스터스,어니스트(Honest),"11,000","3,300","1,000","86,709","102,009
(1.00)","2,200",33,"22,000",3,3,0,0,0,0,0
2024,(주)올리브홀딩스,1847,"11,000","3,300","2,000","59,889","76,189
(1.00)","1,980",50,"29,700",1,0,0,0,0,0,0
2024,(주)커피가버먼트,멜로우시티,"11,000","3,300","1,000","96,800","112,100
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2024,(주)오픈커피로스터스,오픈커피,"11,000","2,200","10,000","265,540","288,740
(3.00)","3,960",79,"95,040",0,0,0,0,0,0,0
2024,고바슨커피㈜,크라프커피(Kraff COFFEE),"11,000","8,800","10,000","245,850","275,650
(3.00)","2,530",165,"126,500",1,0,0,0,0,0,0
2024,(주)사과나무800,사과당,"11,000","5,500","2,000","81,400","99,900
(1.00)","1,980",50,"29,700",7,7,0,0,0,0,0
2024,세인트커피(SAINTCOFFEE),세인트커피(SAINT COFFEE),"11,000","5,500",0,"76,476","92,976
(1.00)","1,320",66,"26,400",1,1,0,0,0,0,0
2024,어나더미네스,어나더미네스(Anothermines),"11,000","5,500","10,000","341,000","367,500
(4.00)","3,300",165,"165,000",0,0,0,0,0,0,0
2024,(주)리라인,카페앤코(CAFE&Co),"11,000","5,500",0,"127,600","144,100
(1.00)","1,100",165,"55,000",0,0,0,0,0,0,0
2024,(주)하프커피로스터스,하프커피(HALFF COFFEE),"11,000","5,500","2,000","79,310","97,810
(1.00)","2,420",33,"24,200",0,0,0,0,0,0,0
2024,오티씨(OTC),오티씨 커피,"11,000","6,050",0,"137,500","154,550
(1.00)","1,980",99,"59,400",0,0,0,0,0,0,0
2024,망고루체인본부,망고루,"11,000","5,500","10,000","155,110","181,610
(2.00)","2,420",99,"72,600",0,0,0,0,0,0,0
2024,망고홀릭제주본점,망고홀릭,"11,000","5,500","10,000","155,100","181,600
(2.00)","2,420",99,"72,600",0,0,0,0,0,0,0
2024,카페슈슈,파리익스프레스 1986,"11,000","5,500","3,000","77,110","96,610
(1.00)",20,"7,260","44,000",0,0,0,0,0,0,0
2024,(주)이안코,이안코,"11,000","4,400","1,000","99,000","115,400
(1.00)","3,300",50,"49,500",0,0,0,0,0,0,0
2024,(주)지앤푸드,듀먼카페,"11,000","3,300","10,000","153,130","177,430
(2.00)","1,707",116,"59,730",0,0,0,0,0,0,0
2024,(주)코리아케이푸드,베르체,"11,000","4,400",0,"48,700","64,100
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2024,북앤카페,북앤카페,"11,000","3,300","5,000","104,500","123,800
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2024,올댓커피(주),올댓커피,"11,000","5,500","10,000","121,110","147,610
(1.00)","4,400",66,"88,000",0,0,0,0,0,0,0
2024,맨션5수성,맨션5(MANSION5),"11,000","5,500","3,000","162,800","182,300
(2.00)","1,980",165,"99,000",1,0,0,0,0,0,0
2024,(주)버쉘,버터앤쉘터 (Butter&Shelter),"11,000","5,500","3,000","111,100","130,600
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2024,(주)호박프렌즈,INEAT(인잇),"11,000","5,500","3,000","95,150","114,650
(1.00)","2,200",99,"66,000",0,0,0,0,0,0,0
2024,픽스드림(주),베어글스,"11,000","5,500","2,000","65,100","83,600
(1.00)","2,650",33,"26,500",0,0,0,0,0,0,0
2024,개떡카페&SH모바일,개떡카페,"11,000","2,200","3,000","21,100","37,300
(.00)","1,000",66,"20,000",0,0,0,0,0,0,0
2024,아이키친&메롱타운,메롱타운,"11,000","3,300","2,000","56,600","72,900
(1.00)","1,650",66,"33,000",0,0,0,0,0,0,0
2024,까사델커피,르몬(Le Mohn),"11,000","11,000","5,000","202,620","229,620
(2.00)","2,750",165,"137,500",1,1,0,0,0,0,0
2024,이코복스커피(주),이코복스커피스튜디오(IKOVOX COFFEE STUDIO),"11,000","3,300","3,000","221,320","238,620
(2.00)","3,630",66,"72,600",1,1,0,0,0,0,0
2024,이런커피,국대커피,"11,000","5,500","2,000","80,300","98,800
(1.00)","3,850",33,"38,500",0,0,0,0,0,0,0
2024,포르스포레스트,포르스 포레스트,"11,000","3,300","10,000","302,500","326,800
(3.00)","3,300",165,"165,000",0,0,0,0,0,0,0
2024,넌테이블(nontable),넌테이블(non table),"11,000","5,500","2,000","140,378","158,878
(2.00)","3,000",66,"60,000",0,0,0,0,0,0,0
2024,(주)아토에프앤비,앨리스도넛,"11,000","5,500","3,000","114,400","133,900
(1.00)","3,850",33,"38,500",1,0,0,0,0,0,0
2024,내림오션시티점,내림,"11,000","5,500","3,000","84,700","104,200
(1.00)","2,640",33,"26,400",0,0,0,0,0,0,0
2024,(주)성공시대,룩앳더 바리스타,"11,000","3,300","3,000","156,145","173,445
(2.00)","2,750",66,"55,000",2,2,0,0,0,0,0
2024,(주)더비즈랩,더카페드림(THE카페드림),"11,000","3,300","50,000","138,600","202,900
(2.00)","2,200",99,"66,000",0,0,0,0,0,0,0
2024,(주)더브론즈,이구아나,"11,000","3,300","1,000","65,210","80,510
(1.00)","2,210",33,"22,100",0,0,0,0,0,0,0
2024,(유)대동상회,TOGETHER COFFEE (투게더커피),"11,000","5,500",0,"85,800","102,300
(1.00)","2,090",99,"62,700",0,0,0,0,0,0,0
2024,(주)정명에프앤비,카페드30W,"12,100","11,000","20,000","194,000","237,100
(2.00)","2,250",132,"90,000",0,0,0,0,0,0,0
2024,(주)푸르다,푸르파파,"13,200","5,500","3,000","75,000","96,700
(1.00)","3,667",50,"55,000",0,0,0,0,0,0,0
2024,(주)알리스타커피,ALI★TOGO★STAR(알리투고스타)커피,"13,200","3,300","3,000","75,350","94,850
(1.00)","1,833",50,"27,500",1,1,0,0,0,0,0
2024,(주)티씨케이컴퍼니,띵크커피,"13,200","3,300","20,000","249,700","286,200
(3.00)","2,970",132,"118,800",1,0,0,0,0,0,0
2024,블레스롤가맹본부,블레스롤(Bless Roll),"13,200","5,500","5,000","191,400","215,100
(2.00)","2,970",99,"89,100",0,0,0,0,0,0,0
2024,(주)위너스에프앤디,잇지커피,"13,200","5,500","3,000","50,050","71,750
(1.00)","1,870",33,"18,700",0,0,0,0,0,0,0
2024,(주)신양도,심재,"14,300","5,500","10,000","83,050","112,850
(1.00)","2,567",50,"38,500",0,0,0,0,0,0,0
2024,(주)제이에프씨,클로버 커피(Clover Coffee),"14,300","4,400","2,000","55,055","75,755
(1.00)","2,320",50,"34,800",0,0,0,0,0,0,0
2024,(주)파리크라상,파스쿠찌,"14,300","1,650","10,000","228,800","254,750
(2.00)","2,475",132,"99,000",0,0,0,0,0,0,0
2024,(주)진주가정식,다이브에스프레소클럽,"15,400","5,500","2,000","50,600","73,500
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2024,(주)데일리비어,생활커피,"16,500","5,500","2,000","59,650","83,650
(1.00)","2,640",33,"26,400",0,0,0,0,0,0,0
2024,(주)피쉐프코리아,말리따(MALITTA),"16,500","16,500","2,000","35,000","70,000
(1.00)","2,200",16,"11,000",0,0,7,0,0,0,0
2024,(주)바이네츄럴,테이블스,"16,500","5,500",0,"118,000","140,000
(1.00)","3,000",33,"30,000",0,0,0,0,0,0,0
2024,칠링(Chilling),chilling,"17,000","5,000","5,000","20,000","47,000
(.00)","1,000",33,"10,000",0,0,0,0,0,0,0
2024,(주)푸디아,하와이코나 사자커피,"22,000","5,500","5,000","59,400","91,900
(1.00)","2,200",50,"33,000",1,0,0,0,0,0,0
2024,스트릿팬케이크카페,스트릿팬케이크카페,"22,000","2,200","3,000","11,000","38,200
(.00)","1,000",16,"5,000",0,0,0,0,0,0,0
2024,스톤크릭,스톤크릭,"22,000","2,200","10,000","56,300","90,500
(1.00)","2,500",33,"25,000",1,1,0,0,0,0,0
2024,(주)아티잔에프앤비,어씽(EARTHING),"22,000","5,500",0,"168,100","195,600
(2.00)","2,933",99,"88,000",0,0,0,0,0,0,0
2024,(주)한빛에프앤비코리아,뚜스뚜스(TOUS TOUS),"22,000","5,500","10,000","269,500","307,000
(3.00)","2,750",132,"110,000",0,0,0,0,0,0,0
2024,(주)아티잔에프앤비,카페에이지이디(카페AGED),"22,000","5,500",0,"168,100","195,600
(2.00)","2,933",99,"88,000",0,0,0,0,0,0,0
2024,㈜남다른생각,사운즈커피(SOUNDS COFFEE),"22,000","11,000","20,000","332,200","385,200
(4.00)","2,420",198,"145,200",4,2,1,0,0,0,0
2024,(주)카페꼼마,카페꼼마,"22,000","3,300","10,000","183,095","218,395
(2.00)","1,925",148,"86,625",1,1,0,0,0,0,0
2024,㈜에스에스인터내셔널,#커피플라잉스콘,"22,000","11,000",0,"217,800","250,800
(2.00)","66,000",66,"1,320,000",1,1,0,0,0,0,0
2024,르돌치일구사육(주),르돌치1946(LeDolci1946),"22,000","5,500","5,000","177,100","209,600
(2.00)","2,750",99,"82,500",0,0,0,0,0,0,0
2024,㈜아그로솔루션코리아,포시즌베리,"22,000","5,500","3,000","426,800","457,300
(4.00)","5,500",198,"330,000",0,0,0,0,0,0,0
2024,토리요시(왕십리점),문토리(moontori),"33,000","16,500","5,000","257,170","311,670
(3.00)","3,500",165,"175,000",0,0,0,0,0,0,0
2024,(주)미스터피자,베민트 커피,"33,000","2,750","3,000","115,570","154,320
(1.00)","2,200",82,"55,000",0,0,2,0,0,0,0
2024,폴프랭크카페코리아(주),폴프랭크카페,"33,000","11,000","3,000","137,500","184,500
(2.00)","3,300",99,"99,000",0,0,0,0,0,0,0
2024,(주)에스이오홀딩스,구테로이테,"38,500","11,000","10,000","122,000","181,500
(2.00)","3,700",50,"55,500",0,0,0,0,0,0,0
2024,와이제이와이푸드(주),아덴플러스,"44,000","22,000",0,"321,080","387,080
(4.00)","2,100",330,"210,000",3,3,0,0,0,0,0
2024,(주)펀키즈코리아,차일드큐브,"44,000","3,300","1,000","139,500","187,800
(2.00)","3,300",50,"49,500",0,0,0,0,0,0,0
2024,(주)가드니아,라미떼,"52,000","11,000","10,000","668,000","741,000
(7.00)","14,667",99,"440,000",0,0,0,0,0,0,0
2024,바이러닉에스프레소바,바이러닉 에스프레소 바,"55,000","3,300","5,000","128,700","192,000
(2.00)","4,400",40,"52,800",0,0,0,0,0,0,0
2023,(주)재나컴퍼니,커피볶는시골커피,"8,800","3,300","3,300","59,400","74,800
(1.00)","2,200",33,"22,000",5,4,0,0,0,185348,12357
2023,(주)네오에프엔비,카페올데이,"5,500","3,300","3,000","63,800","75,600
(1.00)","3,300",50,"49,500",0,0,0,0,0,0,0
2023,(주)뉴플레이스에프엔비,뉴플레이스커피,"5,500","3,960","5,000","69,300","83,760
(1.00)","3,300",26,"26,400",3,3,0,0,0,0,0
2023,빈스트,빈스트커피,"5,500","2,750","2,000","76,570","86,820
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,(주)씨엠에프인터내셔널,노스티,"5,500","3,300","2,000","161,040","171,840
(2.00)","5,500",66,"110,000",0,0,0,0,0,0,0
2023,(주)앤하우스,메가엠지씨커피(MEGA MGC COFFEE),"5,500","4,400","2,000","59,026","70,926
(1.00)","1,540",33,"15,400",2156,572,1,8,246,349021,20423
2023,(주)더모커피,퐁커피,"11,000","2,200","5,000","55,350","73,550
(1.00)","1,700",33,"17,000",0,0,0,0,0,0,0
2023,(주)루센트,고아트커피,"5,500","3,300","2,000","41,103","51,903
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,옛날순대국,옛날카페,"5,500","3,300","3,000","40,150","51,950
(.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2023,달달이에프앤비,리터킹,"5,500","3,300","2,000","62,700","73,500
(1.00)","3,080",33,"30,800",0,0,0,0,0,0,0
2023,칼디코리아(주),탭플레이(TAPLAY),"5,500","2,200","5,000","52,200","64,900
(1.00)","2,100",33,"21,000",18,0,0,9,0,60887,4643
2023,(주)탕비비탕후루,탕비비,"5,500","5,500","10,000","51,729","72,729
(1.00)","4,400",33,"44,000",0,0,0,0,0,0,0
2023,㈜테디하우스,하우스오브테디,550,330,0,"72,970","73,850
(1.00)","2,239",66,"44,770",0,0,0,0,0,0,0
2023,팝콘팔라트(popcornpallat),팝콘팔라트(popcorn pallat),"5,500","3,300","2,000","88,110","98,910
(1.00)","2,090",50,"31,350",0,0,0,0,0,0,0
2023,(주)맛있는향기,디디커피,"5,500","2,200","1,000","50,600","59,300
(1.00)","1,320",33,"13,200",30,14,0,1,0,30520,1302
2023,(주)베리타스드림,카페 베리타스,"5,500","3,300","1,000","63,910","73,710
(1.00)","1,408",33,"14,080",0,2,0,2,0,0,0
2023,(주)만월경,카페만월경,0,0,0,"53,040","53,040
(1.00)","1,994",26,"15,950",19,0,0,2,0,43038,4240
2023,욤(Yom),욤카페,"5,500","3,300",0,"58,800","67,600
(1.00)","1,650",33,"16,500",12,9,0,2,1,0,0
2023,이런커피,국대커피,"11,000","5,500","2,000","80,300","98,800
(1.00)","3,850",33,"38,500",0,0,0,0,0,0,0
2023,이런커피,빅피처커피,"5,500","3,300","2,000","40,700","51,500
(.00)","1,540",33,"15,400",0,0,0,0,0,0,0
2023,(주)단디코리아,Blu Shaak(블루샥),"11,000","3,300",0,"85,250","99,550
(1.00)","3,850",33,"38,500",173,87,0,4,12,194146,10471
2023,(주)바오밥아이엔씨,광부커피,"5,500","3,300","3,000","101,200","113,000
(1.00)","1,650",132,"66,000",0,0,0,0,0,0,0
2023,폴인라떼,폴인라떼,"6,600","3,300","3,000","51,200","64,100
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)와이엔비컴퍼니,미루꾸커피,"33,000","11,000","5,000","140,250","189,250
(2.00)","2,750",50,"41,250",0,0,0,0,0,0,0
2023,유아이유명덕점,유아이유,"5,500","3,300","3,000","50,500","62,300
(1.00)","2,500",33,"25,000",3,3,0,0,0,0,0
2023,츄로'sCoffee&Icecream,츄로's Coffee&Ice cream,"5,500","3,300","1,000","90,200","100,000
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,(주)사과나무800,사과당,"11,000","5,500","2,000","81,400","99,900
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,젬스톤(Gemstone)부산송정점,젬스톤,"5,500","3,300","2,000","77,700","88,500
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2023,수혈컴퍼니,아아수혈,"3,300","2,200",0,"56,200","61,700
(1.00)","1,550",33,"15,500",8,1,0,1,1,222697,20132
2023,(주)루이파트너스,카페온나,"3,300","2,200","2,000","49,990","57,490
(1.00)","2,000",33,"20,000",0,0,0,0,0,0,0
2023,(주)청담시스템,청담호두,"5,500","3,300","2,000","77,000","87,800
(1.00)","1,700",73,"37,400",0,0,0,0,0,0,0
2023,(주)비엠디,봉명동내커피,"6,600","2,200","3,000","51,382","63,182
(1.00)","2,800",33,"28,000",99,49,1,3,18,258099,21254
2023,(주)스트릿캔,스트릿캔,"5,500","2,200","5,000","58,000","70,700
(1.00)","2,000",33,"20,000",0,0,0,0,0,0,0
2023,이코복스커피(주),이코복스커피스튜디오(IKOVOX COFFEE STUDIO),"11,000","3,300","3,000","221,320","238,620
(2.00)","3,630",66,"72,600",0,0,0,0,0,0,0
2023,히얼이즈커피,히얼이즈커피,"5,500","2,200","5,000","72,500","85,200
(1.00)","2,850",33,"28,500",0,0,0,0,0,0,0
2023,더라스트컴퍼니(주),메이커커피(MAKER COFFEE),"5,500","3,300","5,000","66,330","80,130
(1.00)","3,080",33,"30,800",1,1,0,0,0,0,0
2023,(주)디에스이엔,마노핀,"11,000","2,750","10,000","113,170","136,920
(1.00)","2,200",82,"55,000",2,0,0,0,0,41366,1532
2023,(주)탐앤탐스,메타킹 커피(METAKING COFFEE),"5,500","2,200","5,000","92,754","105,454
(1.00)","3,273",50,"49,090",0,0,0,0,0,0,0
2023,(주)탐앤탐스,탐앤탐스커피(TOMNTOMS COFFEE),"11,000",0,"10,000","169,108","190,108
(2.00)","2,200",99,"66,000",293,41,54,0,15,315173,6984
2023,(주)필인에프앤비,프랭크커핀바,"11,000","5,500",0,"85,800","102,300
(1.00)","2,310",66,"46,200",12,11,0,0,0,321904,8156
2023,(주)엠에스앤아이,언택트카페무,"5,500","1,000",0,"40,000","46,500
(.00)","1,500",33,"15,000",0,0,0,0,0,0,0
2023,(주)리라인,카페앤코(CAFE&Co),"11,000","5,500",0,"127,600","144,100
(1.00)","1,100",165,"55,000",0,0,0,0,0,0,0
2023,(주)리라인,카페보스(CAFE BOSS),"5,500","2,200",0,"77,000","84,700
(1.00)","1,870",33,"18,700",37,15,0,5,5,107960,5841
2023,(주)사슴벌레,스몰굿,"5,500","3,300","2,000","83,600","94,400
(1.00)","2,420",33,"24,200",18,10,0,1,0,175424,11820
2023,(주)에스앤큐플러스,오! 커피랩 (OH! COFFEE LAB,"5,500","3,300","2,000","83,930","94,730
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,(주)에스앤큐플러스,토프레소,"3,300","3,300","2,000","58,760","67,360
(1.00)","2,475",26,"19,800",159,10,0,35,11,78042,3623
2023,㈜향원,카페마틸다,0,0,"1,000","43,450","44,450
(.00)","1,650",16,"8,250",5,6,0,1,0,120559,8037
2023,베러빈(BETTERBEAN)본점,BETTER BEAN,"3,300","3,300","6,000","81,400","94,000
(1.00)","1,760",33,"17,600",0,0,0,0,0,0,0
2023,(주)애월에프앤비,애월더선셋,"5,500","11,000","2,000","208,450","226,950
(2.00)","2,640",165,"132,000",0,0,0,0,0,0,0
2023,(주)엔핌,소미담,"5,500","3,300","1,000","67,700","77,500
(1.00)","2,200",40,"26,400",1,1,0,0,0,0,0
2023,(주)가비아,업텐션커피,"11,000","3,300","2,000","77,000","93,300
(1.00)","2,145",33,"21,450",0,0,0,0,0,0,0
2023,비엔스(BIENS),비엔스(BIENS),"5,500","3,300","1,000","94,600","104,400
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2023,(주)아리스타,아리스타,"5,500","2,200",0,"57,420","65,120
(1.00)","1,760",33,"17,600",19,1,0,7,0,115408,12332
2023,트리고(trigo),트리고,"3,300","5,500","10,000","174,700","193,500
(2.00)","2,200",132,"88,000",0,0,0,0,0,0,0
2023,(주)마이티워리어,사람없는 커피어때,"5,500","5,500","2,000","78,210","91,210
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2023,(주)로로,카페아이엔지(CAFE ING),"11,000","1,100","3,000","55,000","70,100
(1.00)","1,650",33,"16,500",1,1,0,0,0,0,0
2023,(주)그릭박스,그릭박스,"11,000","2,200","1,000","72,380","86,580
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,(주)놀부,벨라빈스커피,"5,500","5,500","2,000","216,810","229,810
(2.00)","2,970",99,"89,100",4,0,0,0,0,0,0
2023,아이키친&메롱타운,메롱타운,"11,000","3,300","2,000","56,600","72,900
(1.00)","1,650",66,"33,000",0,0,0,0,0,0,0
2023,큰큰컴퍼니(주),큰큰커피,"3,300","3,300","5,000","74,800","86,400
(1.00)","1,833",59,"33,000",0,0,0,0,0,0,0
2023,(주)다도글로벌,필메이트,"5,500","5,500","10,000","210,000","231,000
(2.00)","2,000",148,"90,000",0,0,0,0,0,0,0
2023,(주)포어스코퍼레이션,달꽃다방,"7,700","3,300","2,000","32,768","45,768
(.00)","1,430",33,"14,300",9,3,0,0,3,200291,11127
2023,(주)채움에프앤비,채우다,0,0,0,"54,890","54,890
(1.00)","2,750",33,"27,500",9,2,0,0,1,143583,10301
2023,그래컴퍼니,올리터,"5,500","3,300",0,"24,585","33,385
(.00)","1,650",33,"16,500",11,5,0,1,0,117501,8638
2023,(주)맥스원이링크,바나타이거,"5,500","3,300","3,000","72,350","84,150
(1.00)","1,980",33,"19,800",5,5,0,0,0,0,0
2023,남영댁커피24,남영댁 커피24,"3,300","1,100","2,000","52,800","59,200
(1.00)","1,870",33,"18,700",0,0,0,0,0,0,0
2023,(주)캔모아,캔모아,"7,700","3,300","5,000","136,500","152,500
(1.00)","1,800",99,"54,000",0,0,0,0,0,0,0
2023,(주)제이엠케이,카페비엔나(Cafe Vienna),"5,500","3,300","3,000","69,710","81,510
(1.00)","1,980",50,"29,700",0,0,0,0,0,0,0
2023,삼십육점오에프앤비(주),STACKBEAN,"5,500","3,300","3,000","91,067","102,867
(1.00)",798,162,"39,100",0,0,0,0,0,0,0
2023,은율당,은율당,"5,500","2,200","3,000","80,000","90,700
(1.00)","2,600",50,"39,000",0,0,0,0,0,0,0
2023,㈜이지에프앤비,갈바트 카페,"5,500","3,300","1,000","121,000","130,800
(1.00)","3,300",66,"66,000",0,0,0,0,0,0,0
2023,(유)프루칸,우아한과일,"5,500","3,300","2,000","59,510","70,310
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2023,(주)하영에프앤비,진심커피,"5,000","2,000","2,000",0,"9,000
(.00)","1,750",26,"14,000",16,7,0,1,2,144304,12220
2023,롤키,롤키,"5,500","3,300","3,000","55,600","67,400
(1.00)",330,33,"3,300",0,0,0,0,0,0,0
2023,(주)정명에프앤비,3X-LARGE COFFEE,"6,600","2,200","5,000","127,000","140,800
(1.00)","3,000",99,"90,000",13,9,0,2,1,98060,3269
2023,(주)소디스파치오네,소디스,"5,500","2,200","3,000","69,100","79,800
(1.00)","2,400",33,"24,000",12,5,0,1,3,123101,3933
2023,커피거리,휘드카페,"5,500","3,300","2,000","52,800","63,600
(1.00)","2,090",33,"20,900",7,2,0,1,0,75448,5374
2023,엠에프(MF)토핑요거트,유러즈,"7,700","3,300","1,000","42,900","54,900
(1.00)","1,980",33,"19,800",0,0,0,0,0,0,0
2023,(주)파리크라상,파스쿠찌,"14,300","1,650","10,000","228,800","254,750
(2.00)","2,475",132,"99,000",494,52,0,56,29,347825,5191
2023,(주)스컹크웍스코리아,스컹크웍스,"33,000","5,500",0,"302,500","341,000
(3.00)","2,750",198,"165,000",3,1,0,0,0,617354,8178
2023,아임국민커피,아임국민커피,"3,300","3,300","1,000","47,520","55,120
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2023,그녀의커피잔,그녀의 커피잔,"5,500","3,300","2,000","69,300","80,100
(1.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2023,(주)카페홈즈,카페홈즈(Cafe Homes),"11,000","5,500","2,000","67,060","85,560
(1.00)","1,650",50,"24,750",1,1,0,0,0,0,0
2023,(주)하라,스탠다드 오프,"3,300","3,300","2,000","79,200","87,800
(1.00)","2,970",33,"29,700",0,0,0,0,0,0,0
2023,빅그램커피베이커리,빅그램커피베이커리,"3,300","2,200","1,000","48,400","54,900
(1.00)","1,760",33,"17,600",1,0,0,0,0,0,0
2023,(주)만랩,만랩커피,"5,500","4,400","1,000","77,605","88,505
(1.00)","2,200",33,"22,000",125,12,0,26,10,132504,15373
2023,까사델커피,르몬(Le Mohn),"11,000","11,000","5,000","202,620","229,620
(2.00)","2,750",165,"137,500",0,0,0,0,0,0,0
2023,(주)케이디앤아이,레이지앤코(LAZY & CO),"11,000","5,500","1,000","68,860","86,360
(1.00)","2,200",50,"33,000",2,0,0,0,0,268993,14158
2023,(주)바론에프엔씨,일상엔,"5,500","5,500",0,"240,350","251,350
(2.00)","4,767",99,"143,000",1,1,0,0,0,0,0
2023,(주)컴포즈커피,컴포즈커피(COMPOSE COFFEE),"5,500","2,200","5,000","82,532","95,232
(1.00)","1,600",33,"16,000",1901,626,0,10,225,253255,17210
2023,(주)쮸커커피,EVZZUCKER COFFEE,"3,300","2,750",0,"84,150","90,200
(1.00)","2,567",50,"38,500",4,2,0,0,0,177393,12045
2023,(주)제이제이디,스므으커피,"3,300","2,200","1,000","62,700","69,200
(1.00)","1,980",50,"29,700",13,3,0,0,0,81960,3718
2023,커피플랜침산점,PLAN(플랜),"7,150","4,400","1,000","53,614","66,164
(1.00)","1,980",33,"19,800",20,11,0,0,1,161974,12518
2023,(주)바나플에프엔비,바나프레소,"2,200","3,300","2,000","167,682","175,182
(2.00)","3,000",82,"75,000",2,2,0,0,0,0,0
